id,msg,level,app,tag,pid,tid,ts,created_at,updated_at
175,  !!!! no round match found for date 1998-06-10T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:10 +0200,2018-07-17 10:57:10.271156,2018-07-17 10:57:10.271156
176,  !!!! no round match found for date 1998-06-16T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:10 +0200,2018-07-17 10:57:10.411780,2018-07-17 10:57:10.411780
177,  !!!! no round match found for date 1998-06-23T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:10 +0200,2018-07-17 10:57:10.545012,2018-07-17 10:57:10.545012
178,  !!!! no round match found for date 1998-06-11T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:10 +0200,2018-07-17 10:57:10.683666,2018-07-17 10:57:10.683666
179,  !!!! no round match found for date 1998-06-17T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:10 +0200,2018-07-17 10:57:10.822623,2018-07-17 10:57:10.822623
180,  !!!! no round match found for date 1998-06-12T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:10 +0200,2018-07-17 10:57:10.976041,2018-07-17 10:57:10.976041
181,  !!!! no round match found for date 1998-06-18T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:11 +0200,2018-07-17 10:57:11.109280,2018-07-17 10:57:11.109280
182,  !!!! no round match found for date 1998-06-24T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:11 +0200,2018-07-17 10:57:11.250962,2018-07-17 10:57:11.250962
183,  !!!! no round match found for date 1998-06-13T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:11 +0200,2018-07-17 10:57:11.390859,2018-07-17 10:57:11.390859
184,  !!!! no round match found for date 1998-06-19T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:11 +0200,2018-07-17 10:57:11.523890,2018-07-17 10:57:11.523890
185,  !!!! no round match found for date 1998-06-20T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:11 +0200,2018-07-17 10:57:11.683305,2018-07-17 10:57:11.683305
186,  !!!! no round match found for date 1998-06-25T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:11 +0200,2018-07-17 10:57:11.825238,2018-07-17 10:57:11.825238
187,  !!!! no round match found for date 1998-06-14T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:11 +0200,2018-07-17 10:57:11.961290,2018-07-17 10:57:11.961290
188,  !!!! no round match found for date 1998-06-15T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:12 +0200,2018-07-17 10:57:12.084021,2018-07-17 10:57:12.084021
189,  !!!! no round match found for date 1998-06-21T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:12 +0200,2018-07-17 10:57:12.187951,2018-07-17 10:57:12.187951
190,  !!!! no round match found for date 1998-06-22T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:12 +0200,2018-07-17 10:57:12.316230,2018-07-17 10:57:12.316230
191,  !!!! no round match found for date 1998-06-26T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:12 +0200,2018-07-17 10:57:12.427409,2018-07-17 10:57:12.427409
192,  !!!! no round match found for date 2002-05-31T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:12 +0200,2018-07-17 10:57:12.796935,2018-07-17 10:57:12.796935
193,  !!!! no round match found for date 2002-06-01T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:12 +0200,2018-07-17 10:57:12.932769,2018-07-17 10:57:12.932769
194,  !!!! no round match found for date 2002-06-06T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:13 +0200,2018-07-17 10:57:13.079018,2018-07-17 10:57:13.079018
195,  !!!! no round match found for date 2002-06-11T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:13 +0200,2018-07-17 10:57:13.221224,2018-07-17 10:57:13.221224
196,  !!!! no round match found for date 2002-06-02T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:13 +0200,2018-07-17 10:57:13.373068,2018-07-17 10:57:13.373068
197,  !!!! no round match found for date 2002-06-07T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:13 +0200,2018-07-17 10:57:13.517746,2018-07-17 10:57:13.517746
198,  !!!! no round match found for date 2002-06-08T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:13 +0200,2018-07-17 10:57:13.661717,2018-07-17 10:57:13.661717
199,  !!!! no round match found for date 2002-06-12T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:13 +0200,2018-07-17 10:57:13.803715,2018-07-17 10:57:13.803715
200,  !!!! no round match found for date 2002-06-03T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:13 +0200,2018-07-17 10:57:13.956088,2018-07-17 10:57:13.956088
201,  !!!! no round match found for date 2002-06-04T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:14 +0200,2018-07-17 10:57:14.095661,2018-07-17 10:57:14.095661
202,  !!!! no round match found for date 2002-06-09T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:14 +0200,2018-07-17 10:57:14.251254,2018-07-17 10:57:14.251254
203,  !!!! no round match found for date 2002-06-13T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:14 +0200,2018-07-17 10:57:14.393519,2018-07-17 10:57:14.393519
204,  !!!! no round match found for date 2002-06-05T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:14 +0200,2018-07-17 10:57:14.554401,2018-07-17 10:57:14.554401
205,  !!!! no round match found for date 2002-06-10T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:14 +0200,2018-07-17 10:57:14.698014,2018-07-17 10:57:14.698014
206,  !!!! no round match found for date 2002-06-14T12:00:00+00:00,warn,,,12355,10744040,2018-07-17 12:57:14 +0200,2018-07-17 10:57:14.837291,2018-07-17 10:57:14.837291
207,hash reader - found tab (	) replacing w/ two spaces; yaml forbids tabs; see yaml.org/faq.html (path=),warn,,,12355,10744040,2018-07-17 12:57:17 +0200,2018-07-17 10:57:17.448990,2018-07-17 10:57:17.448990
208,hash reader - found tab (	) replacing w/ two spaces; yaml forbids tabs; see yaml.org/faq.html (path=),warn,,,12355,10744040,2018-07-17 12:57:17 +0200,2018-07-17 10:57:17.449805,2018-07-17 10:57:17.449805
209,hash reader - found tab (	) replacing w/ two spaces; yaml forbids tabs; see yaml.org/faq.html (path=),warn,,,12355,10744040,2018-07-17 12:57:17 +0200,2018-07-17 10:57:17.450474,2018-07-17 10:57:17.450474
210,hash reader - found tab (	) replacing w/ two spaces; yaml forbids tabs; see yaml.org/faq.html (path=),warn,,,12355,10744040,2018-07-17 12:57:17 +0200,2018-07-17 10:57:17.451150,2018-07-17 10:57:17.451150
211,hash reader - found tab (	) replacing w/ two spaces; yaml forbids tabs; see yaml.org/faq.html (path=),warn,,,12355,10744040,2018-07-17 12:57:17 +0200,2018-07-17 10:57:17.451785,2018-07-17 10:57:17.451785
